Time (s),o1,o2,fwd_force,filtered_force_1,filtered_force_2,filtered_force_3,filtered_force_4,filtered_force_5,filtered_force_6,error_force,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6
3.300, 0.449, 0.807, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.006, 0.006, 0.009, 0.005, 0.006, 0.008
3.320, 0.693, 0.763, 1.000, 0.000, 1.000, 0.088, 1.000, 0.000, 0.000, 1.000, 0.007, 0.006, 0.009, 0.005, 0.006, 0.008
3.340, 0.829, 0.703, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.007, 0.006, 0.009, 0.005, 0.007, 0.008
3.360, 0.874, 0.629, 1.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.055, 0.000, 0.006, 0.006, 0.009, 0.005, 0.006, 0.009
3.380, 0.885, 0.559, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000, 0.006, 0.006, 0.009, 0.005, 0.006, 0.008
3.400, 0.884, 0.489, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.006, 0.006, 0.008, 0.006, 0.006, 0.008
3.420, 0.880, 0.412, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.007, 0.006, 0.008, 0.006, 0.006, 0.008
3.440, 0.873, 0.318, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.007, 0.006, 0.009, 0.006, 0.006, 0.008
3.460, 0.865, 0.199, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.165, 1.000, 0.007, 0.006, 0.009, 0.006, 0.006, 0.008
3.480, 0.850, 0.027, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000, 0.007, 0.007, 0.009, 0.006, 0.006, 0.008
3.500, 0.830, -0.198, 0.000, 1.000, 1.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.007, 0.007, 0.009, 0.007, 0.006, 0.009
3.520, 0.796, -0.462, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.007, 0.007, 0.010, 0.006, 0.006, 0.009
3.540, 0.741, -0.684, 0.000, 1.000, 0.215, 1.000, 0.000, 0.000, 1.000, 1.000, 0.007, 0.007, 0.010, 0.006, 0.006, 0.009
3.560, 0.664, -0.803, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.007, 0.007, 0.009, 0.006, 0.006, 0.009
3.580, 0.571, -0.845, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.008, 0.006, 0.009, 0.006, 0.006, 0.009
3.600, 0.458, -0.852, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.008, 0.006, 0.009, 0.006, 0.006, 0.009
3.620, 0.328, -0.849, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.008, 0.006, 0.009, 0.005, 0.006, 0.009
3.640, 0.178, -0.845, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.008, 0.006, 0.009, 0.005, 0.005, 0.009
3.660, -0.022, -0.834, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.008, 0.006, 0.010, 0.005, 0.005, 0.009
3.680, -0.334, -0.795, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.008, 0.006, 0.009, 0.005, 0.005, 0.010
3.700, -0.621, -0.755, 0.000, 1.000, 0.092, 0.000, 0.000, 0.000, 1.000, 1.000, 0.008, 0.006, 0.009, 0.005, 0.005, 0.010
3.720, -0.812, -0.678, 0.000, 1.000, 0.000, 0.000, 0.000, 1.000, 1.000, 1.000, 0.008, 0.006, 0.009, 0.005, 0.006, 0.010
3.740, -0.872, -0.602, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.008, 0.007, 0.009, 0.006, 0.006, 0.009
3.760, -0.883, -0.536, 0.000, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.008, 0.007, 0.009, 0.006, 0.007, 0.009
3.780, -0.882, -0.465, 0.000, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.007, 0.007, 0.010, 0.006, 0.006, 0.009
3.800, -0.878, -0.383, 0.000, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.007, 0.007, 0.010, 0.006, 0.006, 0.009
3.820, -0.871, -0.283, 0.000, 0.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000, 0.007, 0.008, 0.010, 0.007, 0.006, 0.009
3.840, -0.866, -0.127, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.008, 0.007, 0.009, 0.007, 0.007, 0.009
3.860, -0.854, 0.076, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.007, 0.007, 0.010, 0.007, 0.006, 0.008
3.880, -0.833, 0.327, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.007, 0.007, 0.010, 0.007, 0.006, 0.008
3.900, -0.801, 0.583, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.007, 0.007, 0.010, 0.007, 0.007, 0.008
3.920, -0.758, 0.759, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.007, 0.007, 0.010, 0.006, 0.007, 0.008
3.940, -0.714, 0.835, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.007, 0.008, 0.010, 0.007, 0.007, 0.008
3.960, -0.669, 0.863, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.007, 0.008, 0.010, 0.007, 0.007, 0.008
3.980, -0.630, 0.869, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.007, 0.008, 0.010, 0.007, 0.007, 0.008
4.000, -0.600, 0.867, 1.000, 1.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.007, 0.008, 0.010, 0.007, 0.007, 0.008
4.020, -0.572, 0.866, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.007, 0.008, 0.010, 0.007, 0.008, 0.008
4.040, -0.549, 0.862, 1.000, 1.000, 0.000, 0.950, 1.000, 0.000, 1.000, 0.000, 0.007, 0.008, 0.009, 0.007, 0.008, 0.008
4.060, -0.497, 0.871, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.007, 0.008, 0.009, 0.007, 0.008, 0.009
4.080, -0.424, 0.876, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.007, 0.007, 0.009, 0.006, 0.007, 0.009
4.100, -0.335, 0.873, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.008, 0.007, 0.009, 0.006, 0.007, 0.009
4.120, -0.220, 0.866, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.008, 0.007, 0.010, 0.007, 0.007, 0.010
4.140, -0.066, 0.855, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.008, 0.007, 0.010, 0.007, 0.007, 0.010
4.160, 0.146, 0.838, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.008, 0.007, 0.010, 0.007, 0.007, 0.010
4.180, 0.413, 0.812, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.008, 0.007, 0.010, 0.007, 0.006, 0.010
4.200, 0.667, 0.770, 1.000, 0.000, 1.000, 0.038, 1.000, 0.000, 0.000, 1.000, 0.009, 0.007, 0.011, 0.007, 0.007, 0.010
4.220, 0.818, 0.712, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.009, 0.007, 0.011, 0.007, 0.007, 0.010
4.240, 0.873, 0.646, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.009, 0.007, 0.011, 0.007, 0.008, 0.010
4.260, 0.885, 0.568, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000, 0.008, 0.007, 0.010, 0.006, 0.007, 0.010
4.280, 0.885, 0.499, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.008, 0.007, 0.010, 0.007, 0.007, 0.009
4.300, 0.881, 0.422, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.009, 0.007, 0.010, 0.007, 0.007, 0.009
4.320, 0.874, 0.331, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.009, 0.007, 0.010, 0.008, 0.007, 0.009
4.340, 0.866, 0.216, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.009, 0.007, 0.011, 0.007, 0.007, 0.009
4.360, 0.855, 0.059, 1.000, 0.000, 1.000, 1.000, 1.000, 0.426, 0.000, 1.000, 0.009, 0.007, 0.011, 0.007, 0.007, 0.009
4.380, 0.838, -0.155, 0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.009, 0.007, 0.011, 0.007, 0.007, 0.009
4.400, 0.811, -0.423, 0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.008, 0.007, 0.011, 0.008, 0.007, 0.009
4.420, 0.768, -0.675, 0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.008, 0.007, 0.011, 0.008, 0.007, 0.009
4.440, 0.710, -0.821, 0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.008, 0.007, 0.011, 0.008, 0.007, 0.009
4.460, 0.643, -0.874, 0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.008, 0.007, 0.011, 0.008, 0.007, 0.009
4.480, 0.576, -0.886, 0.000, 0.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.008, 0.007, 0.011, 0.008, 0.007, 0.009
4.500, 0.507, -0.886, 0.000, 0.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.008, 0.007, 0.011, 0.008, 0.007, 0.009
4.520, 0.431, -0.881, 0.000, 0.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.000, 0.008, 0.007, 0.012, 0.008, 0.008, 0.009
4.540, 0.342, -0.875, 0.000, 0.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.000, 0.008, 0.007, 0.012, 0.009, 0.008, 0.010
4.560, 0.230, -0.867, 0.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 0.008, 0.007, 0.012, 0.008, 0.008, 0.009
4.580, 0.079, -0.856, 0.000, 0.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.008, 0.007, 0.012, 0.008, 0.008, 0.009
4.600, -0.128, -0.840, 0.000, 0.000, 1.000, 0.770, 1.000, 0.000, 0.000, 0.000, 0.008, 0.007, 0.012, 0.009, 0.008, 0.009
4.620, -0.437, -0.797, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.008, 0.007, 0.012, 0.009, 0.007, 0.009
4.640, -0.688, -0.755, 0.000, 1.000, 0.000, 0.205, 1.000, 0.000, 0.000, 1.000, 0.009, 0.007, 0.012, 0.009, 0.007, 0.009
4.660, -0.839, -0.670, 0.000, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.009, 0.007, 0.011, 0.009, 0.007, 0.009
4.680, -0.878, -0.601, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.009, 0.007, 0.011, 0.008, 0.008, 0.010
4.700, -0.886, -0.520, 0.000, 1.000, 0.000, 1.000, 1.000, 0.890, 0.000, 1.000, 0.009, 0.007, 0.011, 0.009, 0.008, 0.009
4.720, -0.884, -0.426, 0.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.009, 0.007, 0.011, 0.009, 0.008, 0.009
4.740, -0.877, -0.319, 0.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.009, 0.007, 0.011, 0.009, 0.008, 0.009
4.760, -0.868, -0.189, 0.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.009, 0.007, 0.011, 0.009, 0.008, 0.009
4.780, -0.855, -0.015, 0.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.010, 0.007, 0.011, 0.008, 0.008, 0.010
4.800, -0.837, 0.215, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.009, 0.008, 0.010, 0.008, 0.008, 0.010
4.820, -0.808, 0.485, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.009, 0.008, 0.010, 0.008, 0.008, 0.010
4.840, -0.764, 0.712, 1.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.008, 0.008, 0.010, 0.008, 0.008, 0.010
4.860, -0.711, 0.829, 1.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.008, 0.008, 0.010, 0.008, 0.008, 0.010
4.880, -0.658, 0.867, 1.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.000, 0.008, 0.008, 0.010, 0.008, 0.007, 0.010
4.900, -0.601, 0.880, 1.000, 1.000, 1.000, 1.000, 0.150, 1.000, 0.000, 0.000, 0.008, 0.008, 0.010, 0.008, 0.007, 0.011
4.920, -0.533, 0.885, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.009, 0.008, 0.011, 0.008, 0.007, 0.010
4.940, -0.473, 0.879, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.009, 0.007, 0.011, 0.008, 0.008, 0.010
4.960, -0.439, 0.862, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.008, 0.008, 0.011, 0.008, 0.008, 0.009
4.980, -0.373, 0.864, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.754, 0.000, 0.008, 0.008, 0.011, 0.008, 0.008, 0.010
5.000, -0.309, 0.855, 1.000, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 0.000, 0.008, 0.008, 0.011, 0.008, 0.008, 0.009
5.020, -0.237, 0.844, 1.000, 1.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.008, 0.008, 0.011, 0.008, 0.008, 0.009
5.040, -0.096, 0.848, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.009, 0.008, 0.011, 0.009, 0.008, 0.010
5.060, 0.103, 0.838, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.009, 0.007, 0.012, 0.009, 0.008, 0.010
5.080, 0.361, 0.816, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.009, 0.007, 0.012, 0.009, 0.007, 0.010
5.100, 0.626, 0.778, 1.000, 0.000, 1.000, 0.019, 0.000, 1.000, 0.000, 1.000, 0.010, 0.007, 0.012, 0.009, 0.007, 0.011
5.120, 0.795, 0.719, 1.000, 1.000, 1.000, 0.018, 1.000, 1.000, 0.000, 0.000, 0.009, 0.007, 0.012, 0.009, 0.007, 0.011
5.140, 0.860, 0.635, 1.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.009, 0.007, 0.012, 0.008, 0.007, 0.011
5.160, 0.880, 0.557, 1.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.009, 0.007, 0.012, 0.008, 0.007, 0.011
5.180, 0.881, 0.471, 1.000, 1.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.008, 0.007, 0.012, 0.008, 0.007, 0.010
5.200, 0.877, 0.389, 1.000, 1.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.008, 0.007, 0.012, 0.009, 0.008, 0.010
5.220, 0.871, 0.290, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.009, 0.008, 0.012, 0.009, 0.008, 0.010
5.240, 0.862, 0.161, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.897, 1.000, 0.009, 0.007, 0.012, 0.009, 0.008, 0.010
5.260, 0.847, -0.019, 0.000, 1.000, 0.000, 1.000, 1.000, 0.192, 0.000, 1.000, 0.010, 0.007, 0.012, 0.009, 0.008, 0.010
5.280, 0.828, -0.258, 0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.009, 0.007, 0.012, 0.009, 0.008, 0.010
5.300, 0.796, -0.532, 0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.009, 0.007, 0.012, 0.009, 0.008, 0.010
5.320, 0.746, -0.748, 0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.009, 0.007, 0.013, 0.010, 0.007, 0.010
5.340, 0.683, -0.850, 0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.009, 0.007, 0.013, 0.010, 0.007, 0.010
5.360, 0.616, -0.881, 0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.009, 0.007, 0.013, 0.010, 0.007, 0.010
5.380, 0.548, -0.887, 0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.008, 0.007, 0.013, 0.010, 0.007, 0.010
5.400, 0.477, -0.884, 0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.008, 0.007, 0.013, 0.010, 0.007, 0.010
5.420, 0.397, -0.879, 0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.008, 0.007, 0.013, 0.010, 0.007, 0.011
5.440, 0.299, -0.872, 0.000, 0.468, 0.078, 1.000, 0.000, 0.000, 1.000, 0.468, 0.009, 0.007, 0.013, 0.010, 0.007, 0.011
5.460, 0.173, -0.863, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.009, 0.007, 0.013, 0.009, 0.007, 0.011
5.480, 0.000, -0.850, 0.000, 0.000, 0.000, 1.000, 0.000, 0.039, 1.000, 0.000, 0.008, 0.007, 0.013, 0.009, 0.007, 0.011
5.500, -0.233, -0.831, 0.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.008, 0.007, 0.013, 0.009, 0.007, 0.011
5.520, -0.540, -0.784, 0.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.009, 0.008, 0.013, 0.010, 0.007, 0.010
5.540, -0.751, -0.738, 0.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.009, 0.008, 0.013, 0.009, 0.008, 0.010
5.560, -0.851, -0.677, 0.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.009, 0.008, 0.013, 0.009, 0.008, 0.010
5.580, -0.881, -0.610, 0.000, 0.000, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.008, 0.008, 0.013, 0.010, 0.008, 0.011
5.600, -0.886, -0.540, 0.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.009, 0.008, 0.013, 0.009, 0.009, 0.010
5.620, -0.885, -0.446, 0.000, 1.000, 0.571, 1.000, 1.000, 0.000, 0.000, 1.000, 0.009, 0.008, 0.012, 0.009, 0.008, 0.010
5.640, -0.880, -0.339, 0.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.010, 0.008, 0.012, 0.009, 0.008, 0.011
5.660, -0.871, -0.206, 0.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.010, 0.008, 0.012, 0.009, 0.008, 0.011
5.680, -0.858, -0.037, 0.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.010, 0.008, 0.012, 0.009, 0.009, 0.011
5.700, -0.838, 0.187, 1.000, 1.000, 0.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.009, 0.008, 0.012, 0.009, 0.009, 0.011
5.720, -0.808, 0.460, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.010, 0.009, 0.012, 0.009, 0.009, 0.011
5.740, -0.763, 0.701, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.010, 0.009, 0.012, 0.009, 0.009, 0.011
5.760, -0.702, 0.832, 1.000, 0.000, 0.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.010, 0.009, 0.012, 0.009, 0.008, 0.011
5.780, -0.635, 0.877, 1.000, 0.000, 0.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.010, 0.009, 0.012, 0.009, 0.008, 0.011
5.800, -0.567, 0.886, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.010, 0.009, 0.012, 0.009, 0.009, 0.011
5.820, -0.554, 0.862, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 0.010, 0.009, 0.012, 0.009, 0.009, 0.011
5.840, -0.543, 0.855, 1.000, 1.000, 1.000, 0.000, 1.000, 1.000, 1.000, 0.000, 0.009, 0.008, 0.012, 0.009, 0.008, 0.011
5.860, -0.478, 0.874, 1.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.010, 0.008, 0.013, 0.009, 0.008, 0.011
5.880, -0.401, 0.876, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 1.000, 0.010, 0.008, 0.013, 0.009, 0.008, 0.011
5.900, -0.305, 0.871, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.581, 1.000, 0.010, 0.008, 0.013, 0.010, 0.008, 0.011
5.920, -0.182, 0.863, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.010, 0.008, 0.013, 0.010, 0.008, 0.011
5.940, -0.013, 0.851, 1.000, 0.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.011, 0.008, 0.012, 0.010, 0.008, 0.012
5.960, 0.100, 0.793, 1.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.010, 0.008, 0.013, 0.010, 0.008, 0.012
5.980, 0.285, 0.770, 1.000, 1.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.010, 0.009, 0.013, 0.010, 0.008, 0.012
6.000, 0.512, 0.742, 1.000, 1.000, 1.000, 0.000, 0.000, 0.000, 0.384, 0.000, 0.010, 0.008, 0.013, 0.010, 0.008, 0.012
6.020, 0.709, 0.695, 1.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.042, 0.000, 0.009, 0.008, 0.013, 0.010, 0.008, 0.012
6.040, 0.819, 0.626, 1.000, 1.000, 1.000, 0.000, 0.136, 1.000, 0.000, 0.000, 0.009, 0.008, 0.013, 0.010, 0.008, 0.012
6.060, 0.863, 0.551, 1.000, 1.000, 1.000, 0.000, 0.000, 1.000, 0.037, 0.000, 0.009, 0.008, 0.014, 0.011, 0.008, 0.012
6.080, 0.877, 0.484, 1.000, 0.909, 1.000, 1.000, 0.000, 1.000, 1.000, 0.091, 0.009, 0.008, 0.013, 0.011, 0.008, 0.012
6.100, 0.877, 0.407, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.010, 0.008, 0.013, 0.010, 0.008, 0.012
6.120, 0.872, 0.313, 1.000, 0.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.010, 0.008, 0.012, 0.010, 0.008, 0.012
6.140, 0.858, 0.159, 1.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.010, 0.008, 0.013, 0.010, 0.008, 0.012
6.160, 0.839, -0.034, 0.000, 1.000, 0.000, 0.091, 0.000, 0.000, 1.000, 1.000, 0.010, 0.008, 0.013, 0.009, 0.008, 0.012
6.180, 0.810, -0.272, 0.000, 1.000, 0.000, 0.180, 0.000, 0.000, 1.000, 1.000, 0.010, 0.008, 0.013, 0.009, 0.008, 0.012
6.200, 0.766, -0.521, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.011, 0.008, 0.012, 0.009, 0.008, 0.013
6.220, 0.704, -0.712, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.011, 0.008, 0.013, 0.009, 0.008, 0.013
6.240, 0.615, -0.804, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.011, 0.008, 0.013, 0.009, 0.008, 0.013
6.260, 0.514, -0.839, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.011, 0.008, 0.013, 0.009, 0.008, 0.013
6.280, 0.407, -0.851, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.011, 0.008, 0.013, 0.009, 0.008, 0.013
6.300, 0.271, -0.848, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.011, 0.008, 0.013, 0.009, 0.008, 0.013
6.320, 0.060, -0.828, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.011, 0.008, 0.014, 0.009, 0.008, 0.013
6.340, -0.263, -0.787, 0.000, 1.000, 0.000, 0.865, 0.000, 0.000, 1.000, 1.000, 0.011, 0.008, 0.014, 0.009, 0.008, 0.013
6.360, -0.568, -0.752, 0.000, 1.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.011, 0.008, 0.014, 0.009, 0.008, 0.013
6.380, -0.792, -0.675, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 1.000, 1.000, 0.011, 0.008, 0.013, 0.009, 0.008, 0.013
6.400, -0.862, -0.616, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 1.000, 0.011, 0.008, 0.013, 0.010, 0.008, 0.013
6.420, -0.883, -0.534, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.012, 0.008, 0.013, 0.009, 0.008, 0.013
6.440, -0.882, -0.462, 0.000, 0.000, 1.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.011, 0.008, 0.013, 0.009, 0.008, 0.013
6.460, -0.877, -0.380, 0.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.011, 0.008, 0.013, 0.009, 0.009, 0.013
6.480, -0.870, -0.279, 0.000, 0.000, 1.000, 0.000, 0.000, 1.000, 1.000, 0.000, 0.011, 0.009, 0.013, 0.009, 0.009, 0.012
6.500, -0.866, -0.120, 0.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.000, 1.000, 0.011, 0.009, 0.013, 0.010, 0.009, 0.013
6.520, -0.853, 0.085, 1.000, 1.000, 1.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.011, 0.009, 0.013, 0.010, 0.009, 0.012
6.540, -0.835, 0.335, 1.000, 1.000, 0.825, 0.000, 1.000, 0.000, 1.000, 0.000, 0.011, 0.009, 0.013, 0.010, 0.008, 0.012
6.560, -0.806, 0.582, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.010, 0.009, 0.014, 0.010, 0.009, 0.012
6.580, -0.768, 0.748, 1.000, 1.000, 0.000, 0.000, 1.000, 0.000, 1.000, 0.000, 0.010, 0.009, 0.014, 0.010, 0.009, 0.012
